Name,Type,Background,Background_Hex,Background_Pattern,Hair,Eyes,Skin_Tone,Headwear,Facial_Hair,Accessories,Clothing,Lips,Training_Caption,Review_Status
lady_095_royalty,Female,grey and beige split with pixelated elements,"#5c6759, #e9e2cb",split,brown wavy,brown,light,,,,pink top,pink,"24x24 pixel art portrait, grey and beige split with pixelated elements split background (#5c6759, #e9e2cb), brown wavy hair, brown eyes, light skin, pink top, pink lips",REVIEWED
lady_096_yuri,Female,grey/mauve,#968687,solid,purple pixelated large,yellow/cream pixelated,pale/white,,,magenta pixelated accessory,white and red checkered collar,pink,"24x24 pixel art portrait, grey/mauve background (#968687), purple pixelated large hair, yellow/cream pixelated eyes, pale/white skin, magenta pixelated accessory, white and red checkered collar, pink lips",REVIEWED
lady_097_dani,Female,light purple,#c4acbf,solid,black/grey pixelated wavy,brown,tan/brown,,,,white and brown checkered collar,pink,"24x24 pixel art portrait, light purple background (#c4acbf), black/grey pixelated wavy hair, brown eyes, tan/brown skin, white and brown checkered collar, pink lips",REVIEWED
lady_097_dani2,Female,sage/grey-green,#a0b1a6,solid,brown pixelated wavy,grey,brown/tan,,,"orange/yellow accessory, grey/white earrings",grey top,pink,"24x24 pixel art portrait, sage/grey-green background (#a0b1a6), brown pixelated wavy hair, grey eyes, brown/tan skin, orange/yellow accessory, grey/white earrings, grey top, pink lips",REVIEWED
lady_098_heyeah,Female,purple,#5d45fd,solid,brown wavy long,covered by black sunglasses,light,,,black sunglasses,grey top,pink,"24x24 pixel art portrait, purple background (#5d45fd), brown wavy long hair, covered by black sunglasses eyes, light skin, black sunglasses, grey top, pink lips",REVIEWED
lady_099_VQ,Female,blue,#3b77cd,solid,yellow/blonde pixelated large wavy,covered by white glasses,light,,,white pixelated glasses/visor,,pink,"24x24 pixel art portrait, blue background (#3b77cd), yellow/blonde pixelated large wavy hair, covered by white glasses eyes, light skin, white pixelated glasses/visor, pink lips",REVIEWED
lad_047_CYGAAR1,Male,bright green,#00ff00,solid,black,blue,white/pale,red checkered cap with white pattern,,,,,,"24x24 pixel art portrait, bright green solid background (#00ff00), black hair, blue eyes, white/pale skin, wearing red checkered cap with white pattern, orange nose",NEW
lad_049_gainzyyyy12,Male,tan/beige,#d4b5a5,solid,,brown,orange/yellow,grey crown with white candles,,,blue suit with red tie,,"24x24 pixel art portrait, tan/beige solid background (#d4b5a5), brown eyes, orange/yellow skin, wearing grey crown with white candles, blue suit with red tie",NEW
lad_049_gainzyyyy18,Male,tan/beige,#d4b5a5,solid,,black,cyan/yellow multi-tone,grey crown with white candles,mustache,smoking pipe,blue suit with red tie,,"24x24 pixel art portrait, tan/beige solid background (#d4b5a5), black eyes, cyan/yellow multi-tone skin, wearing grey crown with white candles, mustache, smoking pipe, blue suit with red tie",NEW
lad_061_DOPE9,Male,light purple,#c8b8e0,solid,,white/covered by sunglasses,light/peach,purple-grey cap with red band,,,dark blue suit with white collar,,"24x24 pixel art portrait, light purple solid background (#c8b8e0), white/covered by sunglasses eyes, light/peach skin, wearing purple-grey cap with red band, dark blue suit with white collar",NEW
lad_061_DOPE10,Male,red,#cc2244,solid,,white/covered by sunglasses,light/peach,purple-grey cap with red band,,,dark blue suit with white collar,,"24x24 pixel art portrait, red solid background (#cc2244), white/covered by sunglasses eyes, light/peach skin, wearing purple-grey cap with red band, dark blue suit with white collar",NEW
lad_103_merheb3,Male,tan/beige,#d9b89a,solid,yellow/blonde curly,covered by black sunglasses,brown/tan,,beard,black sunglasses,white shirt with cross necklace,,"24x24 pixel art portrait, tan/beige solid background (#d9b89a), yellow/blonde curly hair, covered by black sunglasses eyes, brown/tan skin, beard, black sunglasses, white shirt with cross necklace",NEW
lad_105_inkspired,Male,blue gradient,"#0033cc, #00ccff",gradient,dark brown,covered by black sunglasses,brown/dark,,beard,black sunglasses,white collar,,"24x24 pixel art portrait, blue gradient background (#0033cc, #00ccff), dark brown hair, covered by black sunglasses eyes, brown/dark skin, beard, black sunglasses, white collar",NEW
lad_106_sultan,Male,bright green,#00ff88,solid,black,black,dark/black,grey headwrap/turban,full face covering,,grey clothing,,"24x24 pixel art portrait, bright green solid background (#00ff88), black hair, black eyes, dark/black skin, wearing grey headwrap/turban, full face covering, grey clothing",NEW
lady_083_Marianne3,Female,purple/lavender,#c8a8e0,solid,long black/dark purple wavy,covered by purple sunglasses,light/peach,,,purple sunglasses,,pink,"24x24 pixel art portrait, purple/lavender solid background (#c8a8e0), long black/dark purple wavy hair, covered by purple sunglasses eyes, light/peach skin, purple sunglasses, pink lips",NEW
lady_099_domino,Female,dark/black,#1a1a1a,solid,large dark red/burgundy afro,grey,light/tan,,,,,,,"24x24 pixel art portrait, dark/black solid background (#1a1a1a), large dark red/burgundy afro hair, grey eyes, light/tan skin",NEW
